Category,Published Date,News Headline,News Content / Summary,News Website Link (URL)
🎬 Entertainment,2025-11-17 00:27:15,Entertainment companies diversify as OTT growth slows | Mint - livemint.com,Entertainment companies diversify as OTT growth slows | Mint  livemint.com,https://news.google.com/rss/articles/CBMihgJBVV95cUxNbW1iT3NfbUQyT1VIekN1TDUtaVVzWFozTjdDUXR4M2oxQ3RoT1I2N3J6eXluRi1OZFljNFNwUC0tODBIeEx0RzMxTXpGOXZpYkFobmxuSVNLY3E2Ml82a2RlZnUwS0ZMUnNLbldnVEdnd3R6LWFPU0Y2VEFjUjVteVNId0tCMmduTk9qc0JYVVlwNC04NmFfZU1iV0VCaW02V1g3OVlWNzdXMUZ3OXFwN3VtN2VuS2RUaFJFRVc5ckRIYk5oQ1ZVMkVtZzlyRXF4UXZiQUtTOGV2TklyWTVfZ2NtN20wZFdZOWtreHoxa0t1M2UweGVBS0xJd2RXd3ItSzF0NWlB0gGLAkFVX3lxTE1scGtLaEp3S281U0VhWThGdHFDUWhIWThqZzc2TmhNcGdCVk1GN2FiV1JDYy1fcVJsRGJSZlVVZmRDdXNpN1lidjBMLTd4WThLWnZzaS11elJ5YVJVU1FvMWFsbHloakRVMGFEc3A5UWpQd3BqRjl2OXlza2dWd2FfajZrODRfZ2ctcXo2aGxhc1NoN3lFSnFGU1NScy1GUnNXTTFaYWpaNTBlZEFtaHpZOUtjWENXMmQyMHl6YnFoam1TX1lOYl9haUZ2Q2lTS1h6R2tRX2ZLbWZkeFlSQUFGMHpkUmVhQ0Jibk92UFgzbzkySk1kVXJScUU4TVFCWWtOb085TW1UWjdrYw?oc=5
🖥️ Technology,2025-11-17 00:06:48,Europe in the Age of AI: How Technology Leadership Can Boost Competitiveness and Security - Tony Blair Institute for Global Change,Europe in the Age of AI: How Technology Leadership Can Boost Competitiveness and Security  Tony Blair Institute for Global Change,https://news.google.com/rss/articles/CBMi3wFBVV95cUxNdFZPVmU1ZFpyTGtfS3BiQzZaMGN6aFdSZl9ObHkwU3ZhSjZOMDR2SXo5c2tYTnRtUXZfUUFRajdYbWZRd09STWM4VDgwTDV0UGhXWk5JT3hVTmpMYXJjM2FIME9IRFcwRU85M0RGY3RsX2tnZExwQkZmUjlCa08yVW9JWmhkbFZrWTh3OEFqYmUyM3BzLW1nd0Y4R18xWXQzdkZPY2NteGUwNGlGX1N5d1NoY0RqelB1YnZDNUxWX0x4SEItS1pweFYwWFdHYlFiNlBydklidExBT0ZteFNr?oc=5
💊 Health,2025-11-16 23:30:00,Top neurologist shares 3 everyday habits that damages our brain cells over time - The Times of India,Top neurologist shares 3 everyday habits that damages our brain cells over time  The Times of India,https://news.google.com/rss/articles/CBMi-gFBVV95cUxOMF9tbzFRcmpFbENYX2tCejVpYWRMbUdwcU80UXdiZHRqSGZHc0ZVbWpNNWNsS0M1UEtIR2NJRmRiVzNucnN2YnhZMGszTm00eE5hZG5Fa24xTDRuclk2Y24yckZSWTdoY3M0Qlk0TXNyYWFfaGVIU3pJdnh6NlZ6d0hjWFRhaXlQU1BLV0hSMEUzOUQ2enFpZUF0ckVmelBjcjJJVHVRSHNXTGZrOG11cmRsQW12QklZVzJwYmVNcGN1bzE3M2pZUkxpWGt5WklGMm92WWxZMXRNTGxHWWJGaS1LY0duQ3lqS2FDWWdmNm5venhnejFIb1BR0gGCAkFVX3lxTE1Sai1sSlpZTW1DUGFQWVRxdEZTRWZ6S1ZBOTROM3hyREtHR05JZkNmcjRUXzhhMy15czV6a1pybktzY2pwQkZyT2FzbkVGTkJOenFkVkNGLTFfRk1EZlUwanpYQkFEa3ZCYkppSFB0NzRzeklUTE9rS3lESHFPQ0JMTGZ3aldpSWRteWtfTkE0N0lOckFXekRxdzZQVnl4N04tbk5EdW9kNm91eFZpc2hsSnlodm5MQ3pQRGZOQVBXMmtTSUxFQjRjdHZ3OUtfNGlfWFBqX0daRmlLX1JRSGYzaEZSZHRkNk4xZllkODZaRHd3YktwcU1YaTZZUld0ZTFDZw?oc=5
🎬 Entertainment,2025-11-16 23:12:32,Entertainment Buzz - The Shillong Times,Entertainment Buzz  The Shillong Times,https://news.google.com/rss/articles/CBMicEFVX3lxTE0yTk5iNlZteGdZZHpYTnI3dDNibnJ2c0dsYUl5cXlPNVZOUW1NNDRfeXV4QTdZc2dtcEo3MThTNzIya0ZWREVidHRGLVRqUXhjMmJRYmVMV21tTTZwRHNneXVEbWx5Q2RWX2t6eFM0TDY?oc=5
🎬 Entertainment,2025-11-16 22:27:07,Khyati Multimedia Entertainment Ltd Faces Selling Pressure with 4.89% Daily Decline and 50.59% Year-to-Date Loss - Markets Mojo,Khyati Multimedia Entertainment Ltd Faces Selling Pressure with 4.89% Daily Decline and 50.59% Year-to-Date Loss  Markets Mojo,https://news.google.com/rss/articles/CBMi-gFBVV95cUxPSzJxbEI4aDRxMkIyY3UwbVUtWDRocWhYS05qZWg4a2lkN3NNUDVNNHp0TXltQmtzejQ3UW1HZzh1SkswQ3pUTGlRdWVxakZMWHRfd2pHS1JRZlI2aG53TUc3QXdsN0xVX1hBRUowUGllakppdHIwM05tdlYtXzRMZ3lST0g0SXhfcnAyeURSbldOUG5VWWJObDU3VzFmYVJ0REZmX1E4ckJmS3doRzZIN01RdldLM2d3Q0VBZVg0TGc0Z2FUZFBhbDcyYjVhdUFkdW5PQjdBZnc2YXZVYkJ1d1NwV0g1cjhNenBfd3paLTEtQ0Q1UXZTMFZ3?oc=5
🔬 Science,2025-11-16 20:35:00,Students to get immersive space station experience at Kotturpuram science centre - The Times of India,Students to get immersive space station experience at Kotturpuram science centre  The Times of India,https://news.google.com/rss/articles/CBMi6wFBVV95cUxNLUhfZkt3TFpvUjlBOEViWnRkS281LXB3b2NKdHgxWHBzMEZudjFJVWxyQ0tZbXZXcTc4MEFqZWFPTTRPVGt3LTNhSU1vUmgzaG5uWWVnbFV3R1NsLWdqMnVDRW5oYXhmcXJTNmN6azBoeUp4Y2x6YXJ2R0RUb1lZZi1lT1hWb2pueC1fbzJnaFRKYjJuNG1DM3o5WDY1aU5qOWtndm9Za1ItUnNrX19CZDFoZi1yU1NuaF8yYkVRYTdleU9iY0NGY1g1NGs3Y2NQSkNval9fWlVBT1NrSW8wb3pqR0lNT2NxRUFJ0gHwAUFVX3lxTFBRdi1HR2dyT2VOR3FkUHY0WUV6SWNFT1l0N25pVjJBRXRTRENNVWZkQzR5eXpNUE9zTE1DTWg3R0oxeVBMbHZ5YjZmaHVaX2ZzX2IzWEp3OGFyblBvaUNaeFJPQW1kU3BnVkFzMGpmUGRoUFl5NGJBRzM5MHk0N09MLVhOQWVfQVI1RUZTN3JsdHRQYlAxWlAweWdxVWdUR1drSi0td2FYbWFRaEFQd1FxTTFuNS04R0IyOUZLUzktaVhlRHZYZHVGdzhSanhEVTlXZWM3TFRKT1NINXZPcUJ4ODJwTjBZcUJrS2RVN09GQg?oc=5
🔬 Science,2025-11-16 19:58:00,Apoorva Science Fair from November 19 to 23 - The Times of India,Apoorva Science Fair from November 19 to 23  The Times of India,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNYlhodElDbXlRS2gyV3V6WjNDaWtFV2tLUENOWG1TYVV1T0M1alBZQ3dscWtXamUxUDdBWWQ4RWJwaWtxcVMySUFNOFN2ckVxdkVlLW5mVUVmMC1TOElndm1wNFYwWTRtemYwNl9qcnowRHN5cmo1Tzl5eDFVNkR2bFJpeGQ2aFI2SVVKb3JXVFhneUFRSWZGWWRZdzQ2NzNhUmlCM29kd3NydzRpdmw0YWFoQmFRSUFq0gG-AUFVX3lxTE1KYi1QdjU2NUVucUp5clN5ek9GLUR1ZTJMVTBJQTdaeEpjVEN3UmNYb2pEY090bU43RFFPMDkwdXVjWnNvMnlJRko1emZQOU16b2JvdS1RRWQ2Z0lMRXRPa2FZYjZkYjMwVlAyQUZKeHlfSTFEZG54cWZ4Q2VwOURQbkU1OXF4OU54d1pLZk92YnRrTHVKWEtXRHZwZE4tMll0cjhaNHNxbmZWQ2E1OGVPQVV0WHgtTnI0NEhhTWc?oc=5
🏅 Sports,2025-11-16 18:26:49,Sky Sports axes 'sexist' TikTok channel Halo after three days - BBC,Sky Sports axes 'sexist' TikTok channel Halo after three days  BBC,https://news.google.com/rss/articles/CBMiWkFVX3lxTE43RVNqem16STJLWHo5cUwtVUVROFFkX3lnYW9oRHNaTHB0VlBLQ1pWdi1nTmY1M2l4WlpDN204WFgtV19hVm1NSF9QUU5JeUlvWXhCSGVmUS1sd9IBX0FVX3lxTE5Fclo1TXh3b0xzc1R2Q0t2dnFZUlo1M242SHNXd3g5NHJPUXV5MFJwTkxmYlN1a2F0cmZLSExvWGtoTmViZzAtdUVXM2s0OE5tZmE2bHVWaUxWWDJka2pB?oc=5
🎬 Entertainment,2025-11-16 18:14:45,Entertainment Network offloads three radio stations for Rs 12.6 crore - Indian Television Dot Com,Entertainment Network offloads three radio stations for Rs 12.6 crore  Indian Television Dot Com,https://news.google.com/rss/articles/CBMivwFBVV95cUxPcHF6aGZJVE9JRTBsR0p5ZlQ5MjZOUUh6N1dtdndwVVJXN0M4WXpOczF1VV9FWVJDRy0ydmQyM1Rmb2JnVjdobS0xdGdiQlR4ck9tN044MlotQ2J5dVRIV2t5ZHBaaUpLT1A3bjllRU05Y1B2YzdQVXJEbzhFR1JrTzVJcDMweFhWS2xWcnlxUVhhakdXanROdGNpdzlkcWVzNGgtbHVJS2p2bnlPQ3UzTkNMblB2ZDRvX2JfcjBUSQ?oc=5
🏅 Sports,2025-11-16 18:01:34,"School Assembly News Headlines (November 17): Top National, World, Business, Sports News - NDTV","School Assembly News Headlines (November 17): Top National, World, Business, Sports News  NDTV",https://news.google.com/rss/articles/CBMivgFBVV95cUxPUEozSTYxSURLcnhVRWxYc1pwTUdKTkZGbEt6U3A1X3VkdnVkMDVjek4tRTh5M3c5SGlRSE5qeUhfZ0dPMGFaM05uVUlrRmRTMHg2eEZCc1Jhd3ItZHpFaHlJTFowQnY0TnJOem9LNW8za3FBOUs5blNsTGVuZnY5UzhHY2N0RmxZN3JTbHZDaHJwSEw2ZHlkLVdSRTFKV1Q2NXBsQWo0ZktnY3RXVGV0Qmp2alBXZlNkc3ZhT25R0gHGAUFVX3lxTFBPWmhkRk1EYmpoVGNXWUFYX095ZEttZjZEN1RPUDVNem16VTJZVkwwYVcwSFRLclRTSmxsWDExalpXenlpRC1pNEcta2RhSV85emU3T2hPQVpoa2F0bkRjTUV2cEVwcGZzMWk3WlVfZHd3dXlzcDN1RU5xNUtIcDJiM1EwaHFCUzJkandydXNTdXd4OENWUzB6QlpOZmEyM3NnYUJfM0cxUVdHWkM0UzNXNFRCWDNmTmpUeVl3UmJaOURPdmExUQ?oc=5
🎬 Entertainment,2025-11-16 17:44:57,Today's Leading Entertainment Headlines: Prem Chopra Released from Medical Care; SS Rajamouli Expresses Gratitude to Mahesh Babu's Supporters - zoomtventertainment.com,Today's Leading Entertainment Headlines: Prem Chopra Released from Medical Care; SS Rajamouli Expresses Gratitude to Mahesh Babu's Supporters  zoomtventertainment.com,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPLWNjOG9aN2kxSlI0OWt4VzR3TVpyMVZOYTVrZUl6WWhNa1p4cFNiN2NYQ0x2LTd5S3Rrc3VhdG9KTTVZZC1hZGZTQ0Z0M25XdkNNS1BhaDhiMmNDV3RkYXV1RThFUlhVRElOVnozbFZCQU1ZS1dFMFJOMlEtWWJGU1diNFM0Tmd1VkNhdFRNeGVNcGNrMkc4cUxKZ1pKMDllYXBpbjROeUxZeDUxNk13V3NCQVFfSjg4?oc=5
💊 Health,2025-11-16 16:44:26,"Indian Techie Returns From US, Opens Up About Struggles With Health And Career: ""Disconnected, Unmotivated"" - NDTV","Indian Techie Returns From US, Opens Up About Struggles With Health And Career: ""Disconnected, Unmotivated""  NDTV",https://news.google.com/rss/articles/CBMi1gFBVV95cUxOaExIUkpEWFJJc0ludVA4TnZaWV8yOWdLeUMwQnMydDBPNklac0g4V0VLNFg3eXVic2pRRUxUaWdWZGl3X1FuYWpJSjlCVmtrWERkeWRnU2JGYk5oaFppV0I1bFhvaVVCV0hwamVqaHFUQ0VYY0NwbGlpRThHaWJBcXBsYVh6dGtIWGpGVXBjbENYZ3Z6bE9HTlhOYWRNMGQwdEhHTGhQdkluWEVJVEQyZlNDVzlvd3dlb1ptS0RsblBTREc0d3d1MzQ0aDN3NkZ3LVFBN09R0gHeAUFVX3lxTE4yZU1iaHhjb0JHNGtJcTFNSi1acVVMajhUS21LZm52dzJEczA4amlCMTl6TTZrVm05dUZpT3F3VmlLRGwtRGdfVVF6Vzk0TXozN211dzNsa29RYnV5SGxKX1UwZXBMSDRsajJoQlJxMDc0dmRkUlRuc0huYzE1NVBHN3BEbWtsQmdjckhYNXlONFFWS0xGNUN6TjJ6Yk13RWt2SDZSazNibmpRM0pSRXJkTEkyUjFwQU9XdEFjYVBGNDhuWW5LVndJNjNFQUFnSUtOaWRqOUNlbm9DbUVadw?oc=5
🎬 Entertainment,2025-11-16 16:43:48,Top Entertainment News Of The Day: Prem Chopra Discharged From Hospital; SS Rajamouli Thanks Mahesh Babu Fans - Times Now,Top Entertainment News Of The Day: Prem Chopra Discharged From Hospital; SS Rajamouli Thanks Mahesh Babu Fans  Times Now,https://news.google.com/rss/articles/CBMipAJBVV95cUxPVHhHaFVNWGRSMzdGeXZJWHdkbVF2UmdCazMxTFljdURMRk1La09rdjI0bU9UeHRCZVhyUDRTRVJGTTNIcjVhei1jY0ZwT0NCNWdJeE5LVU9HQnhWU0tWMW9aTjhKSVozV0RKWW9MVk5aSzRqVURaaUlHelVRWUoxVE5yZFhoWW8zZWg1VElOWHRYa0dkWjY1X1dYZzFNMWx3V0twMHpHY19waHAwQnFOZ3BtSVEwdHVvcGJpMTI0Ty1JNUpnM3FiOXhLNGlMTUZiZTlxT3A2b2VzOW5zVzA0aHBoclo5bU91aUx0b2sxWFBWdGJKT3RjY1FJS3hLaXpKWFFGRWlkWE9CNEludEZXZ1RyWFFlMGgwVmhrTEVIWGJIbzJN0gGqAkFVX3lxTE5KMTFrbGVIX19mR2xDMDk0ekRsREtyREN1V2ZtRmZONFBqTUtMV1kxUE9TVkNCOVNvSGNVRGRQZTZxRlZkVzVuUnlOalNXaFN4dEhaR3M1MDFmWGJpV21FWkN0ci04QzVGWWRJdWRMS0VvMlJ6ekxpMENzNTFNcXNYdEo4OEdZOV9fOV9NWWNWNU1wQzUzeW5VcF9Rblh2RllSRnNJRGx1S19ySENQZmtKdTNRTTc2ZVhLSkNNRkx4RFNPc3NDQlkwLVEyaW8wcF9MUzVESmZ4eG51RTBMSVdoOExzRDlQR3hFWWRUZ0RtaFBsQURMcGVfSFFpWjFMSllNOWhZYjdGbEo4bjM3YjJqMXJHMElRbU5PX0pmaE1kTzRfYjB4ZkFBUUE?oc=5
💊 Health,2025-11-16 15:30:00,'10 meetings daily': Nitish Kumar's family dismisses health rumours; thanks Bihar voters for NDA win - The Times of India,'10 meetings daily': Nitish Kumar's family dismisses health rumours; thanks Bihar voters for NDA win  The Times of India,https://news.google.com/rss/articles/CBMiigJBVV95cUxPNGJxS3VsMXh1OXUzNDRHTnRZc3JveE4yem40eXNMNllrV0hFdWlGQmZFZVRpU1hmbkR5UmJDTWxqZEpERUVlUUhzWUNvNVlJeVhtWnZNNENmaHZUZkVpREZZNENpT3hSMnBlVjlUZTFjd2tlV3BQV2szMjdRblFLSGU2M2JFMElPVDg4RmFLOGNFMU9mVmN1ekxuVVRQeS1mSkVnMkJscXdKZUdnTFBiN0hvckgyQzkwTi00dXpxRk90RHJWcUpncmk3aF9QVFN3Q2Zzd2VXOUpyYmRIRUlpc1cydlNUaGd6cTdTWDRxejczRTdCb1d1eS1LRkQ3a01vWnY0Q252dktjQdIBjwJBVV95cUxQcUY5blRpMDdCX1hFWVlER0wzZG1OUG5VWjJ0RjlKWkRNZjR5SHpvai1NU0Q4Z3JjVHB3RFBjamZSUnRpRno4Q0RUcEJTbTRnckdfbnN2Tk9JOXhySk90MzZqMWdLNFIzekRaZFJ3VTJ4b3lsNXU1WF9aOVdobktsUHpEWmZHME1JTDA4SGhvUndOZ2dUbUZ2NEJ3cmZzdXk0aXBMYnlTRXFmNjVKX3NYNHVXZTM0R2ZjRzVid19SWU9fSWVDWTJMWnYxaDQ3eF9UX19OSGFJaW51Z2RfeUE1MFY4bXlMWTlwTFB4UHYtb2tVU2tvYUNSbTVLNm9qVnJUTUdCTzZmYS1DVzdoQVcw?oc=5
🏅 Sports,2025-11-16 13:51:00,Sky Sports ditches ‘unbelievably sexist’ TikTok channel Halo after three days - The Guardian,Sky Sports ditches ‘unbelievably sexist’ TikTok channel Halo after three days  The Guardian,https://news.google.com/rss/articles/CBMiugFBVV95cUxNRjVxbWt1Z3Iyd05YYm1iQ2NCQnhUOUYtYkpxWlhsMVpPZ3dEeFkzM0FETkJtZHJnaUVNa2VKMWFWbWktZ1ltdDJyTXoxUVJRU3lDSlFnaTVrbmJ2cVFlX0xqUXRJblYyWF9BQ1BjN1JPVGpRM1M5dm51eDZEVzJCa0YybzRBYXBYWEl6MHJ5MjJ6ajlLRTFzc3RtZGx1WkZkVHNEb25TbXRpOF9oLVgxckQ3cF91THVXQkE?oc=5
💊 Health,2025-11-16 13:13:30,Yungblud to break from tour until 2026 for health reasons - BBC,Yungblud to break from tour until 2026 for health reasons  BBC,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5wZVRURG9LYkMzM2EtZnFWdXVBNnZSTnJXZmtfdE1teGtuWFRkV08tekhSR1B3NFoxOUM2NWt4OHI5bm5UZ3JURDU3dnhQSE0xcUxQQU5YUkFhQdIBX0FVX3lxTE9wX3p4ekJPanN5Ty1sVDJUa3htWWhNRjA3OVdyLV9raXhfeXd1eW1OQnMxRkJ0R1ZDUms2TmZDNG5mNUh5bmxiRDJsT2JuSjQ5QjBYVE5rT2xEVGRMdm0w?oc=5
🎬 Entertainment,2025-11-16 13:01:54,Sexualized entertainment is corrupting young minds - Organiser,Sexualized entertainment is corrupting young minds  Organiser,https://news.google.com/rss/articles/CBMinwFBVV95cUxORmIyLTJzTTQ2OFdHX0VBMVl1VEVlRTVrZWFjQ3BReGNybnlxeGNmb2N6SEhHZ21BanFaRVdpbkdFYk9SYVkxeVpDQmZfZTNpa01yQ1lnQ1BJMVVPWlYwSy1ZMlRGSUdaTUd4dXIxZmg1Yzh1R3NNVFp6NnNIalhSNlFGcGtsdWt6RzBhT3dNNF80OXdMY3M2cExUUFEzYnc?oc=5
🔬 Science,2025-11-16 12:55:39,Science City Kolkata’s Climate Change Gallery Wins Prestigious CIMUSET Award - Newsonair,Science City Kolkata’s Climate Change Gallery Wins Prestigious CIMUSET Award  Newsonair,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQeVdqM0JYYWlqSmNOZmJoVGlodUlmZzZxdWNGVU1QX0RrakR3WkV4bzZYaG9adDZ5em9CZUJueTRXWDZyMVFKRDFvcjNNOEp0YUJ1RXh5eU1FWDM5c3NkWFphRFg4bDFrNmFaeDRZVExPZkxkRTlDazB3bE5nNHFROUtCTHYyT0xwekZjMXI5M2Y5TWZtR194aU1OMTJJNXNiRGhhTE9FX0E?oc=5
🏅 Sports,2025-11-16 11:39:08,Sky Sports axes woman-focused TikTok channel Halo following fierce backlash - The Athletic - The New York Times,Sky Sports axes woman-focused TikTok channel Halo following fierce backlash - The Athletic  The New York Times,https://news.google.com/rss/articles/CBMikgFBVV95cUxNZGFhM0FRTGc4MWtNNmctRTU5UFJoT2NsRXhBOFZPUVVndEh4dHlpOGJwSEx6azRQUWdxQ2JDemtUM0hBWDlCSVcweEVyT2tTYVFLZVpqTjE3SUMyR3hXMkFURGptNV82VmxyZFNpZ3I0cW9LQWU1YTZXNWo2ellRZWlZbGNsWm9uTDRGTUJ2aDhUUQ?oc=5
🎬 Entertainment,2025-11-16 11:10:03,"This Week in Entertainment: Dharmendra’s health update, Mahesh Babu’s film titled Varanasi to Bigg Boss 19 mid-week eviction - Pinkvilla","This Week in Entertainment: Dharmendra’s health update, Mahesh Babu’s film titled Varanasi to Bigg Boss 19 mid-week eviction  Pinkvilla",https://news.google.com/rss/articles/CBMi8wFBVV95cUxQY29jSjl5UFRsV3p3OUNyRzBacFZRc3dhSGFFRzNNdVRnTlNZWDhNdVBwemY0Q19mM3pRNEY5MUJyMG9aSzhtOGo3S29vY1V5dU5FcWhlTDg0YVVxTklGMDI3UWNzb3YwWUc1VUFNOF92TEg5anU0OTB5ekhrUjdZdEFSeXFtVEdXSEt0c0pMbkVrX1g1dGpzY052QUsxTkZ4NU52eEdWNVd5Ny1CbUxwWGNSMzU0OW5JZ2FXM3lMN01KaENEQngzZXZ0ZHlRY1IyY0pRV1dDcHlpVWZMYjYzdVpnazNmY0JnV09FZjkyVVlDRUXSAfgBQVVfeXFMT1J3Z0stZjZYdWFkV29qVVRoM21oYjVKdFBFYU5jMEM4OUQwMFc3V2kzSkpmZmI3QlpwbGIxUUFubHNrcVYxaTRSQXdSUGpPSWRBc2xsOTYyM1B6TVRXczhLSG1hamtXM0twT0U5N1RFT2U2Q24zYTFFRzlOZUdYdWYzRTc3OVp1UEdjOFEyNFRlSTlVQm9vT0s0eEdRdUo0b0RPZE5vSTRfUjNtZlFzb3dUQnhLZGY2RXNFVTFyQWgwQjJTQlQ3T1h3T25sX1RIaWY1VUZvemhORGhSZHdZVURndmM2MmxoQWN0eFNMUjEyVHNDaVQ3Zlk?oc=5
💊 Health,2025-11-16 10:07:47,"AU, EU to Strengthen Health Partnership Ahead of G20 Meeting - G20 South Africa","AU, EU to Strengthen Health Partnership Ahead of G20 Meeting  G20 South Africa",https://news.google.com/rss/articles/CBMikAFBVV95cUxQSTYxTHNGb1ZHRXYwWU0tbHVPSnFRd0xQLVFzdHYwM1EzV2VFSjV2Wm0zSGNrUTlSVXFJbmU2aWxtTWZ0S0tneldzY3h1MFpQd2VPVTltYXE4a2VwSTgxdUpvVE1CUWJsT2NVdGZFeTlPODBkYTVYX0dIeGdwSjNrQzJDTFB1RVB3RXF2b2F6bGs?oc=5
🎬 Entertainment,2025-11-16 09:11:51,SS Rajamouli unveils ‘Varanasi’: Biggest blockbusters of the Globetrotter maker - financialexpress.com,SS Rajamouli unveils ‘Varanasi’: Biggest blockbusters of the Globetrotter maker  financialexpress.com,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQS003Y0lTMFV6MDN5YjNwOUw2NGpndjlTN3lXM3ZXM05waWRkZFhDY1R4cFhYRFZNU3ZVU2FVVktTaloxX3lWNHVWU2RZVmJscGc2VGFjM01MWTVPZXpUcXo1cEJEbjEtTVZUazRnc0lBVjlfVDVUaTNwZTI4OHRsMkdtSW1PcHU0YUlTbV9FMGZWRENQY3dKN0NiTzJJZ3E4OWpHMFFkaEZ6dEZOaC1waFdvY3IwR1k4OUlOYjByY0dZQUY2NE53X3VrYkhlc0xzNEVF0gHaAUFVX3lxTE8tVnBHVThfaFEtalQ2ejVkZzFXYy1ucm9ESE5laUhKZG9YdzZ1Q3U0dDhkWFVPYXNxVG44Y2Z4QmZDcUZ0d0tYVDRmV0FMaGotLWZLTHZNY1ozTFhLUWpYdFpNMjV5SlMxU1FDeXIzckJMa2YwdUQtanQ5S3NaSV9NUkpvdlpxWHNQVUVUNWFzRU5rd21sLXhwZU53b3hnMnE3SGZXZ0FuQmFyeWQwSEhEbEE2Zjk5elBnUDdnQnhWQnZub3VKZi1QSnNhZkhUdTk5R1g0RzRkRjlB?oc=5
🎬 Entertainment,2025-11-16 09:11:32,Shemaroo Entertainment Faces Financial Challenges Amidst Strong Liquidity and Declining Sales - Markets Mojo,Shemaroo Entertainment Faces Financial Challenges Amidst Strong Liquidity and Declining Sales  Markets Mojo,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQcC1LRWtLamxrRDdvajd6OEJUeVV3MlBYY05ubHNwUGh0RU9CY1B4LV9qUk5xT0JIa3VLcnlyY3p1U3V5Xzc4SXE0SmF3XzJUbG84a1A5Ql9pbVBnd0FtY2JLenN3LTZjZXB0aDRHcGxTTW04S2NlM2twb25icy1fVlgxRWhST21XUW42QnlQYVJjN2JpZ0hxejlJV1BfcDgxcDNOd3FVY2VaSlNfblVUV1NPSjNGZFFWOEtsSUxDYnVUb1V3X3kxdE9WSmFfdHVHSjFPd1k1eVNNcXcta0E?oc=5
🎬 Entertainment,2025-11-16 08:49:51,Entertainment Network India to Sell Three FM Radio Stations for Rs. 12.60 Crores - scanx.trade,Entertainment Network India to Sell Three FM Radio Stations for Rs. 12.60 Crores  scanx.trade,https://news.google.com/rss/articles/CBMi3AFBVV95cUxOVTBpYkVWSndGZXZpb1lpcDNQNjVmb2xEVThVQlctOWhJaHB1UlNuNUV3WkR1YUtUeGl4cWlEQ01ONW9Jb0c3dmZEN0Q1S1NOc256NDVDcUV1SVBvUVpZNEFCdUdlaVlXWU4yeG5xUW1DUll0ZDFpSjliemVkcnhvRHJCb25lTmM2ZTJIbGpBUjJaN1o4dnRNX0NNaHByUFNHZHJWVUdKVlFiOGQ4OG5qVDZtLUxranZqLXFubVYwaDhocnJfVmFvRlllRWlRUzhOMkNYem5fdXF2V0w5?oc=5
🎬 Entertainment,2025-11-16 07:35:00,"Mahesh Bhatt on mainstream entertainment: 'These are dark times, you become a voice in wilderness' - The Times of India","Mahesh Bhatt on mainstream entertainment: 'These are dark times, you become a voice in wilderness'  The Times of India",https://news.google.com/rss/articles/CBMimwJBVV95cUxOWk12SDViR0xmS1BCYWgzMmhURGZKbDFJbGJyRkY1QjNCSGw2RmRhV09aSVQ5ZENuVU9aTEFBWHRwNXlIcTJRaWhON1NRdVo2b1FxaVo4aVdQbHE1R09IM3BKdnQ5WWdUTkFsOWVLeEk4ZmlZeGJtM0NmY3hyRFgwaEhCRXZtYS1GMDJpa0pEdWdPcG5tRUxlM2V0MUxmSnFIUnNUNzBXLWloalNLZUp2dm5UeVVhZWZRNXNhOU1SNXNBVWktc3kzWW0zZml3R1hZVnYzdm9hd0lmRlFKcDJjMFdnaDJYN2x0Zm5Qd0JkdW4zU1pFaDY3MHB6OFFQOGQtN05DOTV1V1Z2c250d1hzYThna2k2eFZ0bkxF0gGgAkFVX3lxTFBETXlTY3NZOExsWXZlS1Q1TGs2a2o3dnRVV28yQnl4bUY4OF9ieWFYdUVpVVRaWlRsaWtzdExhbUtVYzZGR2ZCcGUyNTJUSXg5RmxMWFNMWFhUUC1kQnBoUlVIQXhkV1BwM2prMWtIblZKR1FhZ1lOZjVvM1ppekhlRHNBTnVfWXZ4Skxrem14ZE5UaGNBUklFa2pkazEzejU4LTBvUklkZVhub25EWW9xdVpha2lqcWRLSlYzWmFZcjRUMFdBZ1FwM2V1VlhqXzAzOHYtdFlnV2RGVzhCbFFQTHVhNzNMYUU1dFFITmhWUGdfbllxS044WWQ4dFk2TEtzZkt3SlVHek9tSUhkSEI4eHh4R1pYNmJSTGFIS182Uw?oc=5
